label,text,text_len,num_words,cleaned_text
spam,"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT",133,23,u outbid simonwatson shinco dvd plyr bid visit sms ac smsreward end bid notif repli end
ham,Yeah I can still give you a ride,32,8,yeah still give ride
ham,Oh ya ya. I remember da. .,26,7,oh ya ya rememb da
ham,Yes baby! We can study all the positions of the kama sutra ;),61,13,yes babi studi posit kama sutra
ham,Lol no. U can trust me.,23,6,lol u trust
ham,Just normal only here :),24,5,normal
ham,"Goodmorning, today i am late for 2hrs. Because of back pain.",60,11,goodmorn today late hrs back pain
ham,Good night my dear.. Sleepwell&amp;Take care,44,6,good night dear sleepwel amp take care
ham,Ok ill tell the company,23,5,ok ill tell compani
spam,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app ,157,28,today voda number end select receiv award hava match pleas call quot claim code standard rate app
ham,ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG,103,22,zoe hit im fuck shitin il defo tri hardest cum morow luv u million lekdog
ham,I can do that! I want to please you both inside and outside the bedroom...,74,15,want pleas insid outsid bedroom
ham,"Sorry, I'll call later",22,4,sorri call later
ham,In fact when do you leave? I think addie goes back to school tues or wed,72,16,fact leav think addi goe back school tue wed
spam,Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery,144,26,want new video phone anytim network min half price line rental free text month repli call free deliveri
ham,What is the plural of the noun research?,40,8,plural noun research
ham,In sch but neva mind u eat 1st lor..,36,9,sch neva mind u eat st lor
ham,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola",101,19,wonder okor great month cherish guy wish well day mojibiola
ham,Raviyog Peripherals bhayandar east,34,4,raviyog peripher bhayandar east
ham,Then anything special?,22,3,anyth special
spam,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,143,31,nokia tone ur mob everi week txt nok st tone free get txtin tell ur friend p tone repli hl info
ham,Thanks for ve lovely wisheds. You rock,38,7,thank love wish rock
ham,"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG"".",109,16,helloooo wake sweet morn welcom enjoy day full joy gud mrng
spam,Ur balance is now £500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!,125,26,ur balanc ur next question sang uptown girl answer txt ur answer good luck
ham,"Nope, I'm still in the market",29,6,nope still market
ham,Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice,71,15,appt lt time gt fault u listen told u twice
spam,Congratulations YOU'VE Won. You're a Winner in our August £1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.,114,18,congratul winner august prize draw call prize code
ham,Then we wait 4 u lor... No need 2 feel bad lar...,49,12,wait u lor need feel bad lar
ham,No. To be nosy I guess. Idk am I over reacting if I'm freaked?,62,14,nosi guess idk react freak
ham,Ok lor wat time ü finish?,25,6,ok lor wat time finish
ham,Not yet chikku..wat abt u?,26,5,yet chikku wat abt u
ham,I luv u soo much u dont understand how special u r 2 me ring u 2morrow luv u xxx,81,20,luv u soo much u understand special u r ring u morrow luv u xxx
ham,When ü login dat time... Dad fetching ü home now?,49,10,login dat time dad fetch home
ham,"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later.",172,34,cant believ said mani thing morn realli want say good morn love beauti morn see librari later
ham,Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?,91,18,hello go villag pub either come accord ok
ham,Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!,108,25,ah see lingo let know wot earth finish make
ham,Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx,84,18,hello darlin ive finish colleg txt u finish u love kate xxx
ham,"""Thinking of u ;) x""",20,5,think u x
ham,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",588,125,sad stori man last week b day wife nt wish parent forgot n kid went work even colleagu wish enter cabin pa said happi b day boss felt special askd lunch lunch invit apart went said u mind go bedroom minut ok sed sexi mood came minut latr wid cake n wife parent kidz friend n colleagu scream surpris wait sofa nake
ham,Haha... dont be angry with yourself... Take it as a practice for the real thing. =) ,84,17,haha dont angri take practic real thing
ham,Dont gimme that lip caveboy,27,5,dont gim lip caveboy
spam,"Ur balance is now £600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!",132,28,ur balanc next question complet landmark big bob b barri c ben text b c good luck
spam,URGENT! Your Mobile number has been awarded with a £2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only,126,21,urgent mobil number award bonus caller prize call land line valid hrs
ham,Dear i have reache room,23,5,dear reach room
ham,"A boy was late 2 home. His father: ""POWER OF FRNDSHIP""",54,11,boy late home father power frndship
ham,Nothing spl..wat abt u and whr ru?,34,7,noth spl wat abt u whr ru
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594,132,24,u secret admir look make contact u find r reveal think ur special call
ham,You have got tallent but you are wasting.,41,8,got tallent wast
ham,R u in this continent?,22,5,r u contin
ham,Its a valentine game. . . Send dis msg to all ur friends. .. If 5 answers r d same then someone really loves u. Ques- which colour suits me the best?rply me,156,33,valentin game send dis msg ur friend answer r someon realli love u que colour suit best rpli
ham,Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx,102,20,alrit jod how revis goin keri bin doin smidgin n e way u wan na cum colleg xx
ham,My house here e sky quite dark liao... If raining then got excuse not 2 run already rite... Hee...,98,19,hous e sky quit dark liao rain got excus run alreadi rite hee
ham,What pa tell me.. I went to bath:-),35,8,pa tell went bath
spam,"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323.",156,29,lookatm thank purchas video clip lookatm charg p think better send video mmsto
spam,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's,155,28,free entri wkli comp win fa cup final tkts st may text fa receiv entri question std txt rate c appli
ham,He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment,140,26,adult would learn experi real danger dont like peep use drug dont need comment
ham,Lemme know when you're here,27,5,lem know
ham,"Goodmorning,my grandfather expired..so am on leave today.",57,7,goodmorn grandfath expir leav today
ham,Merry christmas to u too annie!,31,6,merri christma u anni
ham,How did you find out in a way that didn't include all of these details,70,15,find way includ detail
ham,HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX,89,23,hi jess dont know work call u im home eve xxx
ham,O ic lol. Should play 9 doors sometime yo,41,9,ic lol play door sometim yo
ham,Love you aathi..love u lot..,28,5,love aathi love u lot
ham,Oooh bed ridden ey? What are YOU thinking of?,45,9,oooh bed ridden ey think
ham,"Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; .",63,5,poyyarikatur kolathupalayam unjalur post erod dis lt gt
spam,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",162,28,loan purpos homeown tenant welcom previous refus still help call free text back help
ham,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay,112,22,chill anoth hrs could sleep pain surgic emerg see unfold okay
ham,Aight what time you want me to come up?,39,9,aight time want come
ham,Good Morning my Dear........... Have a great &amp; successful day.,66,10,good morn dear great amp success day
ham,Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota,100,19,anyway holla whenev around need excus go creep peopl sarasota
ham,"Sure, if I get an acknowledgement from you that it's astoundingly tactless and generally faggy to demand a blood oath fo",120,21,sure get acknowledg astound tactless general faggi demand blood oath fo
ham,Just come home. I don't want u to be miserable,46,10,come home want u miser
ham,"Probably, want to pick up more?",31,6,probabl want pick
ham,Depends on individual lor e hair dresser say pretty but my parents say look gong. U kaypoh.. I also dunno wat she collecting.,125,23,depend individu lor e hair dresser say pretti parent say look gong u kaypoh also dunno wat collect
spam,"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or £1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR",165,27,urgent pleas call landlin complimentari lux costa del sol holiday cash await collect ppm sae cs jame eh rr
ham,Your bill at 3 is £33.65 so thats not bad!,42,10,bill that bad
ham,Thinkin about someone is all good. No drugs for that,52,10,thinkin someon good drug
spam,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",149,22,doubl min txts month free bluetooth orang avail soni nokia motorola phone call mobileupd call optout n dx
ham,I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.,126,26,wake sinc check stuff saw true avail space pls call embassi send mail
ham,She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.,116,21,fine difficulti phone work mine pls send anoth friend request
ham,"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT",132,31,fran decid go n e way im complet broke knacker got bout c u mrw love janx p dad fone credit
ham,Yavnt tried yet and never played original either,48,8,yavnt tri yet never play origin either
ham,There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?,94,16,general one uncount noun u dictionari piec research
spam,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.,153,30,next amaz xxx picsfre video sent enjoy one vid enough day text back keyword picsfre get next video
ham,Lol they don't know about my awesome phone. I could click delete right now if I want.,85,17,lol know awesom phone could click delet right want
